"","CODE_REGIS","Presi","VOTOS"
"907",7307,"Fajardo",1972
"908",7307,"Fico",351
"909",7307,"Petro",1347
"910",7310,"Fajardo",617
"911",7310,"Fico",141
"912",7310,"Petro",389
"913",7311,"Fajardo",852
"914",7311,"Fico",49
"915",7311,"Petro",153
"916",7313,"Fajardo",1392
"917",7313,"Fico",206
"918",7313,"Petro",792
"919",7316,"Fajardo",567
"920",7316,"Fico",169
"921",7316,"Petro",127
"922",7319,"Fajardo",968
"923",7319,"Fico",157
"924",7319,"Petro",271
"925",7322,"Fajardo",1041
"926",7322,"Fico",36
"927",7322,"Petro",164
"928",7324,"Fajardo",400
"929",7324,"Fico",78
"930",7324,"Petro",106
"931",7325,"Fajardo",1505
"932",7325,"Fico",156
"933",7325,"Petro",300
"934",7328,"Fajardo",2273
"935",7328,"Fico",302
"936",7328,"Petro",889
"937",7331,"Fajardo",778
"938",7331,"Fico",74
"939",7331,"Petro",133
"940",7334,"Fajardo",2719
"941",7334,"Fico",85
"942",7334,"Petro",201
"943",7337,"Fajardo",3637
"944",7337,"Fico",209
"945",7337,"Petro",697
"946",7340,"Fajardo",741
"947",7340,"Fico",87
"948",7340,"Petro",74
"949",7346,"Fajardo",1803
"950",7346,"Fico",50
"951",7346,"Petro",262
"952",9001,"Fajardo",33021
"953",9001,"Fico",43127
"954",9001,"Petro",45746
"955",9004,"Fajardo",844
"956",9004,"Fico",1767
"957",9004,"Petro",505
"958",9007,"Fajardo",876
"959",9007,"Fico",2554
"960",9007,"Petro",1627
"961",9013,"Fajardo",639
"962",9013,"Fico",968
"963",9013,"Petro",290
"964",9022,"Fajardo",520
"965",9022,"Fico",815
"966",9022,"Petro",538
"967",9034,"Fajardo",2470
"968",9034,"Fico",4173
"969",9034,"Petro",4277
"970",9037,"Fajardo",432
"971",9037,"Fico",785
"972",9037,"Petro",316
"973",9049,"Fajardo",2069
"974",9049,"Fico",4387
"975",9049,"Petro",4211
"976",9052,"Fajardo",196
"977",9052,"Fico",406
"978",9052,"Petro",197
"979",9055,"Fajardo",496
"980",9055,"Fico",940
"981",9055,"Petro",505
"982",9058,"Fajardo",263
"983",9058,"Fico",287
"984",9058,"Petro",322
"985",9061,"Fajardo",469
"986",9061,"Fico",644
"987",9061,"Petro",395
"988",9067,"Fajardo",69
"989",9067,"Fico",140
"990",9067,"Petro",73
"991",9076,"Fajardo",1073
"992",9076,"Fico",1437
"993",9076,"Petro",919
"994",9078,"Fajardo",135
"995",9078,"Fico",299
"996",9078,"Petro",301
"997",9079,"Fajardo",450
"998",9079,"Fico",1222
"999",9079,"Petro",339
"1000",9082,"Fajardo",436
"1001",9082,"Fico",978
"1002",9082,"Petro",1335
"1003",9085,"Fajardo",373
"1004",9085,"Fico",768
"1005",9085,"Petro",620
"1006",9103,"Fajardo",1206
"1007",9103,"Fico",3334
"1008",9103,"Petro",3201
"1009",9106,"Fajardo",322
"1010",9106,"Fico",898
"1011",9106,"Petro",619
"1012",9109,"Fajardo",716
"1013",9109,"Fico",1292
"1014",9109,"Petro",699
"1015",9115,"Fajardo",486
"1016",9115,"Fico",895
"1017",9115,"Petro",710
"1018",9120,"Fajardo",113
"1019",9120,"Fico",426
"1020",9120,"Petro",214
"1021",9124,"Fajardo",634
"1022",9124,"Fico",1672
"1023",9124,"Petro",1193
"1024",9127,"Fajardo",365
"1025",9127,"Fico",481
"1026",9127,"Petro",351
"1027",9130,"Fajardo",3241
"1028",9130,"Fico",4338
"1029",9130,"Petro",5018
"1030",9133,"Fajardo",425
"1031",9133,"Fico",1660
"1032",9133,"Petro",689
"1033",11001,"Fajardo",13183
"1034",11001,"Fico",23237
"1035",11001,"Petro",68807
"1036",11004,"Fajardo",38
"1037",11004,"Fico",41
"1038",11004,"Petro",3906
"1039",11005,"Fajardo",148
"1040",11005,"Fico",137
"1041",11005,"Petro",6099
"1042",11006,"Fajardo",165
"1043",11006,"Fico",104
"1044",11006,"Petro",5001
"1045",11007,"Fajardo",253
"1046",11007,"Fico",331
"1047",11007,"Petro",8792
"1048",11010,"Fajardo",206
"1049",11010,"Fico",341
"1050",11010,"Petro",3723
"1051",11013,"Fajardo",620
"1052",11013,"Fico",885
"1053",11013,"Petro",4341
"1054",11016,"Fajardo",375
"1055",11016,"Fico",383
"1056",11016,"Petro",6957
"1057",11019,"Fajardo",435
"1058",11019,"Fico",703
"1059",11019,"Petro",5904
"1060",11022,"Fajardo",425
"1061",11022,"Fico",602
"1062",11022,"Petro",4896
"1063",11025,"Fajardo",1045
"1064",11025,"Fico",837
"1065",11025,"Petro",5009
"1066",11027,"Fajardo",72
"1067",11027,"Fico",49
"1068",11027,"Petro",1151
"1069",11028,"Fajardo",439
"1070",11028,"Fico",872
"1071",11028,"Petro",6032
"1072",11029,"Fajardo",247
"1073",11029,"Fico",513
"1074",11029,"Petro",6755
"1075",11031,"Fajardo",380
"1076",11031,"Fico",413
"1077",11031,"Petro",5381
"1078",11034,"Fajardo",80
"1079",11034,"Fico",73
"1080",11034,"Petro",3654
"1081",11037,"Fajardo",182
"1082",11037,"Fico",387
"1083",11037,"Petro",1973
"1084",11040,"Fajardo",177
"1085",11040,"Fico",471
"1086",11040,"Petro",4010
"1087",11043,"Fajardo",110
"1088",11043,"Fico",48
"1089",11043,"Petro",2033
"1090",11046,"Fajardo",141
"1091",11046,"Fico",331
"1092",11046,"Petro",3838
"1093",11049,"Fajardo",667
"1094",11049,"Fico",969
"1095",11049,"Petro",7271
"1096",11052,"Fajardo",652
"1097",11052,"Fico",717
"1098",11052,"Petro",3761
"1099",11053,"Fajardo",161
"1100",11053,"Fico",179
"1101",11053,"Petro",2253
"1102",11055,"Fajardo",287
"1103",11055,"Fico",255
"1104",11055,"Petro",7343
"1105",11058,"Fajardo",391
"1106",11058,"Fico",638
"1107",11058,"Petro",6690
"1108",11060,"Fajardo",104
"1109",11060,"Fico",103
"1110",11060,"Petro",810
"1111",11061,"Fajardo",1211
"1112",11061,"Fico",1339
"1113",11061,"Petro",4557
"1114",11064,"Fajardo",908
"1115",11064,"Fico",1132
"1116",11064,"Petro",10730
"1117",11067,"Fajardo",199
"1118",11067,"Fico",247
"1119",11067,"Petro",1767
"1120",11070,"Fajardo",213
"1121",11070,"Fico",396
"1122",11070,"Petro",1501
"1123",11073,"Fajardo",55
"1124",11073,"Fico",97
"1125",11073,"Petro",1902
"1126",11076,"Fajardo",2810
"1127",11076,"Fico",3656
"1128",11076,"Petro",16892
"1129",11079,"Fajardo",63
"1130",11079,"Fico",87
"1131",11079,"Petro",878
"1132",11082,"Fajardo",519
"1133",11082,"Fico",454
"1134",11082,"Petro",7716
"1135",11085,"Fajardo",212
"1136",11085,"Fico",175
"1137",11085,"Petro",1645
"1138",11086,"Fajardo",34
"1139",11086,"Fico",71
"1140",11086,"Petro",2014
"1141",11087,"Fajardo",211
"1142",11087,"Fico",153
"1143",11087,"Petro",5064
"1144",11088,"Fajardo",1067
"1145",11088,"Fico",1834
"1146",11088,"Petro",5756
"1147",11091,"Fajardo",163
"1148",11091,"Fico",250
"1149",11091,"Petro",6483
"1150",11094,"Fajardo",396
"1151",11094,"Fico",280
"1152",11094,"Petro",8321
"1153",11097,"Fajardo",263
"1154",11097,"Fico",260
"1155",11097,"Petro",3295
"1156",11098,"Fajardo",246
"1157",11098,"Fico",366
"1158",11098,"Petro",4582
"1159",12001,"Fajardo",10703
"1160",12001,"Fico",42758
"1161",12001,"Petro",59501
"1162",12075,"Fajardo",3013
"1163",12075,"Fico",5112
"1164",12075,"Petro",8971
"1165",12150,"Fajardo",1839
"1166",12150,"Fico",3902
"1167",12150,"Petro",8158
"1168",12170,"Fajardo",262
"1169",12170,"Fico",1348
"1170",12170,"Petro",2139
"1171",12180,"Fajardo",370
"1172",12180,"Fico",1174
"1173",12180,"Petro",3712
"1174",12200,"Fajardo",495
"1175",12200,"Fico",2831
"1176",12200,"Petro",5264
"1177",12225,"Fajardo",673
"1178",12225,"Fico",1828
"1179",12225,"Petro",4546
"1180",12300,"Fajardo",501
"1181",12300,"Fico",1972
"1182",12300,"Petro",4175
"1183",12375,"Fajardo",327
"1184",12375,"Fico",1714
"1185",12375,"Petro",5107
"1186",12410,"Fajardo",219
"1187",12410,"Fico",1647
"1188",12410,"Petro",4670
"1189",12415,"Fajardo",427
"1190",12415,"Fico",1286
"1191",12415,"Petro",7160
"1192",12450,"Fajardo",204
"1193",12450,"Fico",908
"1194",12450,"Petro",1109
"1195",12525,"Fajardo",45
"1196",12525,"Fico",745
"1197",12525,"Petro",202
"1198",12600,"Fajardo",260
"1199",12600,"Fico",1310
"1200",12600,"Petro",1600
"1201",12608,"Fajardo",940
"1202",12608,"Fico",2121
"1203",12608,"Petro",7956
"1204",12625,"Fajardo",221
"1205",12625,"Fico",824
"1206",12625,"Petro",1471
"1207",12650,"Fajardo",517
"1208",12650,"Fico",590
"1209",12650,"Petro",1936
"1210",12700,"Fajardo",306
"1211",12700,"Fico",734
"1212",12700,"Petro",1413
"1213",12720,"Fajardo",263
"1214",12720,"Fico",667
"1215",12720,"Petro",1886
"1216",12750,"Fajardo",399
"1217",12750,"Fico",1361
"1218",12750,"Petro",1304
"1219",12800,"Fajardo",359
"1220",12800,"Fico",785
"1221",12800,"Petro",2433
"1222",12825,"Fajardo",615
"1223",12825,"Fico",2364
"1224",12825,"Petro",2236
"1225",12850,"Fajardo",408
"1226",12850,"Fico",1435
"1227",12850,"Petro",1906
"1228",12875,"Fajardo",382
"1229",12875,"Fico",978
"1230",12875,"Petro",2356
"1231",12900,"Fajardo",296
"1232",12900,"Fico",765
"1233",12900,"Petro",2176
"1234",13001,"Fajardo",6362
"1235",13001,"Fico",71629
"1236",13001,"Petro",56761
"1237",13004,"Fajardo",504
"1238",13004,"Fico",3710
"1239",13004,"Petro",4425
"1240",13007,"Fajardo",285
"1241",13007,"Fico",1472
"1242",13007,"Petro",2476
"1243",13009,"Fajardo",178
"1244",13009,"Fico",3063
"1245",13009,"Petro",2551
"1246",13010,"Fajardo",1218
"1247",13010,"Fico",21140
"1248",13010,"Petro",13667
"1249",13013,"Fajardo",408
"1250",13013,"Fico",9067
"1251",13013,"Petro",9308
"1252",13014,"Fajardo",185
"1253",13014,"Fico",2770
"1254",13014,"Petro",2592
"1255",13016,"Fajardo",125
"1256",13016,"Fico",3161
"1257",13016,"Petro",2421
"1258",13019,"Fajardo",498
"1259",13019,"Fico",7109
"1260",13019,"Petro",5108
"1261",13020,"Fajardo",115
"1262",13020,"Fico",920
"1263",13020,"Petro",2239
"1264",13022,"Fajardo",1300
"1265",13022,"Fico",11072
"1266",13022,"Petro",17082
"1267",13023,"Fajardo",167
"1268",13023,"Fico",2030
"1269",13023,"Petro",1854
"1270",13024,"Fajardo",142
"1271",13024,"Fico",3238
"1272",13024,"Petro",2334
"1273",13025,"Fajardo",829
"1274",13025,"Fico",4574
"1275",13025,"Petro",15703
"1276",13027,"Fajardo",268
"1277",13027,"Fico",3040
"1278",13027,"Petro",2886
"1279",13028,"Fajardo",766
"1280",13028,"Fico",8094
"1281",13028,"Petro",7197
"1282",13031,"Fajardo",369
"1283",13031,"Fico",4082
"1284",13031,"Petro",3309
"1285",13032,"Fajardo",360
"1286",13032,"Fico",1413
"1287",13032,"Petro",7485
"1288",13033,"Fajardo",220
"1289",13033,"Fico",3105
"1290",13033,"Petro",2248
"1291",13034,"Fajardo",160
"1292",13034,"Fico",2731
"1293",13034,"Petro",1771
"1294",13037,"Fajardo",1276
"1295",13037,"Fico",9281
"1296",13037,"Petro",13982
"1297",13040,"Fajardo",317
"1298",13040,"Fico",4176
"1299",13040,"Petro",6582
"1300",13043,"Fajardo",359
"1301",13043,"Fico",3995
"1302",13043,"Petro",3559
"1303",13046,"Fajardo",292
"1304",13046,"Fico",3286
"1305",13046,"Petro",4896
"1306",13049,"Fajardo",147
"1307",13049,"Fico",3675
"1308",13049,"Petro",2037
"1309",13052,"Fajardo",102
"1310",13052,"Fico",328
"1311",13052,"Petro",1971
"1312",13055,"Fajardo",329
"1313",13055,"Fico",10146
"1314",13055,"Petro",5932
"1315",13058,"Fajardo",702
"1316",13058,"Fico",10720
"1317",13058,"Petro",8393
"1318",13060,"Fajardo",193
"1319",13060,"Fico",3584
"1320",13060,"Petro",2882
"1321",13061,"Fajardo",625
"1322",13061,"Fico",5489
"1323",13061,"Petro",2642
"1324",15004,"Fajardo",843
"1325",15004,"Fico",548
"1326",15004,"Petro",1013
"1327",15007,"Fajardo",459
"1328",15007,"Fico",299
"1329",15007,"Petro",397
"1330",15010,"Fajardo",1197
"1331",15010,"Fico",999
"1332",15010,"Petro",1219
"1333",15013,"Fajardo",1173
"1334",15013,"Fico",751
"1335",15013,"Petro",917
"1336",15016,"Fajardo",612
"1337",15016,"Fico",1294
"1338",15016,"Petro",868
"1339",15019,"Fajardo",145
"1340",15019,"Fico",134
"1341",15019,"Petro",142
"1342",15022,"Fajardo",210
"1343",15022,"Fico",108
"1344",15022,"Petro",151
"1345",15025,"Fajardo",714
"1346",15025,"Fico",305
"1347",15025,"Petro",1075
"1348",15029,"Fajardo",186
"1349",15029,"Fico",66
"1350",15029,"Petro",719
"1351",15030,"Fajardo",827
"1352",15030,"Fico",536
"1353",15030,"Petro",810
"1354",15031,"Fajardo",7562
"1355",15031,"Fico",6264
"1356",15031,"Petro",8675
"1357",15034,"Fajardo",394
"1358",15034,"Fico",478
"1359",15034,"Petro",333
"1360",15037,"Fajardo",1208
"1361",15037,"Fico",1179
"1362",15037,"Petro",1698
"1363",15040,"Fajardo",483
"1364",15040,"Fico",220
"1365",15040,"Petro",371
"1366",15043,"Fajardo",1680
"1367",15043,"Fico",1070
"1368",15043,"Petro",2596
"1369",15046,"Fajardo",3789
"1370",15046,"Fico",2652
"1371",15046,"Petro",3980
"1372",15049,"Fajardo",367
"1373",15049,"Fico",205
"1374",15049,"Petro",258
"1375",15052,"Fajardo",212
"1376",15052,"Fico",167
"1377",15052,"Petro",217
"1378",15055,"Fajardo",16103
"1379",15055,"Fico",13084
"1380",15055,"Petro",16128
"1381",15058,"Fajardo",549
"1382",15058,"Fico",297
"1383",15058,"Petro",849
"1384",15061,"Fajardo",762
"1385",15061,"Fico",1905
"1386",15061,"Petro",951
"1387",15064,"Fajardo",1348
"1388",15064,"Fico",809
"1389",15064,"Petro",1336
"1390",15067,"Fajardo",1609
"1391",15067,"Fico",1224
"1392",15067,"Petro",2350
"1393",15070,"Fajardo",231
"1394",15070,"Fico",282
"1395",15070,"Petro",144
"1396",15072,"Fajardo",1745
"1397",15072,"Fico",933
"1398",15072,"Petro",2147
"1399",15076,"Fajardo",10933
"1400",15076,"Fico",6774
"1401",15076,"Petro",19358
"1402",15079,"Fajardo",828
"1403",15079,"Fico",632
"1404",15079,"Petro",663
"1405",15085,"Fajardo",288
"1406",15085,"Fico",309
"1407",15085,"Petro",344
"1408",15088,"Fajardo",10665
"1409",15088,"Fico",4655
"1410",15088,"Petro",13241
"1411",15091,"Fajardo",419
"1412",15091,"Fico",171
"1413",15091,"Petro",503
"1414",15094,"Fajardo",9713
"1415",15094,"Fico",10840
"1416",15094,"Petro",15141
"1417",15097,"Fajardo",420
"1418",15097,"Fico",257
"1419",15097,"Petro",398
"1420",15100,"Fajardo",1529
"1421",15100,"Fico",750
"1422",15100,"Petro",2408
"1423",15103,"Fajardo",654
"1424",15103,"Fico",481
"1425",15103,"Petro",667
"1426",15106,"Fajardo",270
"1427",15106,"Fico",221
"1428",15106,"Petro",181
"1429",15109,"Fajardo",7721
"1430",15109,"Fico",8943
"1431",15109,"Petro",11895
"1432",15112,"Fajardo",619
"1433",15112,"Fico",325
"1434",15112,"Petro",455
"1435",15115,"Fajardo",1192
"1436",15115,"Fico",1657
"1437",15115,"Petro",1770
"1438",15118,"Fajardo",987
"1439",15118,"Fico",680
"1440",15118,"Petro",1276
"1441",15121,"Fajardo",151
"1442",15121,"Fico",113
"1443",15121,"Petro",267
"1444",15124,"Fajardo",616
"1445",15124,"Fico",324
"1446",15124,"Petro",469
"1447",15127,"Fajardo",328
"1448",15127,"Fico",263
"1449",15127,"Petro",395
"1450",15128,"Fajardo",205
"1451",15128,"Fico",334
"1452",15128,"Petro",302
"1453",15130,"Fajardo",227
"1454",15130,"Fico",146
"1455",15130,"Petro",170
"1456",15132,"Fajardo",425
"1457",15132,"Fico",234
"1458",15132,"Petro",920
"1459",15133,"Fajardo",164
"1460",15133,"Fico",127
"1461",15133,"Petro",168
"1462",15136,"Fajardo",408
"1463",15136,"Fico",280
"1464",15136,"Petro",363
"1465",15139,"Fajardo",2678
"1466",15139,"Fico",2147
"1467",15139,"Petro",4054
"1468",15142,"Fajardo",2512
"1469",15142,"Fico",1806
"1470",15142,"Petro",2759
"1471",15145,"Fajardo",371
"1472",15145,"Fico",282
"1473",15145,"Petro",492
"1474",15148,"Fajardo",220
"1475",15148,"Fico",290
"1476",15148,"Petro",229
"1477",15151,"Fajardo",1285
"1478",15151,"Fico",1225
"1479",15151,"Petro",1040
"1480",15154,"Fajardo",557
"1481",15154,"Fico",343
"1482",15154,"Petro",320
"1483",15157,"Fajardo",789
"1484",15157,"Fico",323
"1485",15157,"Petro",305
"1486",15160,"Fajardo",9119
"1487",15160,"Fico",5241
"1488",15160,"Petro",14665
"1489",15163,"Fajardo",560
"1490",15163,"Fico",404
"1491",15163,"Petro",236
"1492",15166,"Fajardo",297
"1493",15166,"Fico",584
"1494",15166,"Petro",392
"1495",15169,"Fajardo",11706
"1496",15169,"Fico",6294
"1497",15169,"Petro",17162
"1498",15172,"Fajardo",177
"1499",15172,"Fico",165
"1500",15172,"Petro",295
"1501",15175,"Fajardo",1025
"1502",15175,"Fico",426
"1503",15175,"Petro",1406
"1504",15178,"Fajardo",423
"1505",15178,"Fico",405
"1506",15178,"Petro",484
"1507",15181,"Fajardo",246
"1508",15181,"Fico",208
"1509",15181,"Petro",224
"1510",15184,"Fajardo",327
"1511",15184,"Fico",391
"1512",15184,"Petro",619
"1513",15190,"Fajardo",2359
"1514",15190,"Fico",1918
"1515",15190,"Petro",1409
"1516",15193,"Fajardo",249
"1517",15193,"Fico",207
"1518",15193,"Petro",245
"1519",15196,"Fajardo",213
"1520",15196,"Fico",188
"1521",15196,"Petro",454
"1522",15198,"Fajardo",374
"1523",15198,"Fico",415
"1524",15198,"Petro",424
"1525",15199,"Fajardo",512
"1526",15199,"Fico",309
"1527",15199,"Petro",1301
"1528",15202,"Fajardo",544
"1529",15202,"Fico",1016
"1530",15202,"Petro",973
"1531",15205,"Fajardo",161
"1532",15205,"Fico",90
"1533",15205,"Petro",137
"1534",15208,"Fajardo",348
"1535",15208,"Fico",423
"1536",15208,"Petro",194
"1537",15211,"Fajardo",316
"1538",15211,"Fico",584
"1539",15211,"Petro",752
"1540",15214,"Fajardo",332
"1541",15214,"Fico",360
"1542",15214,"Petro",266
"1543",15217,"Fajardo",581
"1544",15217,"Fico",327
"1545",15217,"Petro",496
"1546",15218,"Fajardo",660
"1547",15218,"Fico",641
"1548",15218,"Petro",800
"1549",15220,"Fajardo",925
"1550",15220,"Fico",564
"1551",15220,"Petro",905
"1552",15223,"Fajardo",446
"1553",15223,"Fico",488
"1554",15223,"Petro",706
"1555",15226,"Fajardo",563
"1556",15226,"Fico",181
"1557",15226,"Petro",186
"1558",15229,"Fajardo",821
"1559",15229,"Fico",833
"1560",15229,"Petro",744
"1561",15232,"Fajardo",829
"1562",15232,"Fico",499
"1563",15232,"Petro",719
"1564",15235,"Fajardo",648
"1565",15235,"Fico",841
"1566",15235,"Petro",515
"1567",15238,"Fajardo",820
"1568",15238,"Fico",399
"1569",15238,"Petro",1163
"1570",15239,"Fajardo",2302
"1571",15239,"Fico",1746
"1572",15239,"Petro",4854
"1573",15241,"Fajardo",1461
"1574",15241,"Fico",1457
"1575",15241,"Petro",1860
"1576",15244,"Fajardo",908
"1577",15244,"Fico",561
"1578",15244,"Petro",878
"1579",15247,"Fajardo",25300
"1580",15247,"Fico",17004
"1581",15247,"Petro",66288
"1582",15250,"Fajardo",1996
"1583",15250,"Fico",1633
"1584",15250,"Petro",4140
"1585",15256,"Fajardo",1617
"1586",15256,"Fico",1144
"1587",15256,"Petro",1099
"1588",15259,"Fajardo",1101
"1589",15259,"Fico",499
"1590",15259,"Petro",1603
"1591",15262,"Fajardo",381
"1592",15262,"Fico",366
"1593",15262,"Petro",250
"1594",15265,"Fajardo",1003
"1595",15265,"Fico",293
"1596",15265,"Petro",467
"1597",15268,"Fajardo",266
"1598",15268,"Fico",146
"1599",15268,"Petro",373
"1600",15271,"Fajardo",2305
"1601",15271,"Fico",1363
"1602",15271,"Petro",2239
"1603",15274,"Fajardo",371
"1604",15274,"Fico",178
"1605",15274,"Petro",333
"1606",15277,"Fajardo",578
"1607",15277,"Fico",456
"1608",15277,"Petro",770
"1609",15280,"Fajardo",2124
"1610",15280,"Fico",1345
"1611",15280,"Petro",2204
"1612",15283,"Fajardo",283
"1613",15283,"Fico",241
"1614",15283,"Petro",432
"1615",15286,"Fajardo",245
"1616",15286,"Fico",110
"1617",15286,"Petro",266
"1618",15289,"Fajardo",784
"1619",15289,"Fico",705
"1620",15289,"Petro",928
"1621",15292,"Fajardo",3410
"1622",15292,"Fico",1973
"1623",15292,"Petro",6647
"1624",15295,"Fajardo",235
"1625",15295,"Fico",180
"1626",15295,"Petro",212
"1627",15298,"Fajardo",706
"1628",15298,"Fico",378
"1629",15298,"Petro",495
"1630",15301,"Fajardo",348
"1631",15301,"Fico",382
"1632",15301,"Petro",535
"1633",15304,"Fajardo",3482
"1634",15304,"Fico",2327
"1635",15304,"Petro",4196
"1636",15307,"Fajardo",424
"1637",15307,"Fico",226
"1638",15307,"Petro",608
"1639",15316,"Fajardo",495
"1640",15316,"Fico",708
"1641",15316,"Petro",215
"1642",15318,"Fajardo",167
"1643",15318,"Fico",129
"1644",15318,"Petro",409
"1645",15319,"Fajardo",709
"1646",15319,"Fico",333
"1647",15319,"Petro",313
"1648",15322,"Fajardo",301
"1649",15322,"Fico",317
"1650",15322,"Petro",287
"1651",15323,"Fajardo",243
"1652",15323,"Fico",102
"1653",15323,"Petro",141
"1654",15325,"Fajardo",1687
"1655",15325,"Fico",724
"1656",15325,"Petro",958
"1657",15328,"Fajardo",2011
"1658",15328,"Fico",2269
"1659",15328,"Petro",1661
"1660",15331,"Fajardo",606
"1661",15331,"Fico",535
"1662",15331,"Petro",1019
"1663",15334,"Fajardo",664
"1664",15334,"Fico",305
"1665",15334,"Petro",349
"1666",15337,"Fajardo",428
"1667",15337,"Fico",266
"1668",15337,"Petro",443
"1669",15340,"Fajardo",10666
"1670",15340,"Fico",7181
"1671",15340,"Petro",22383
"1672",16001,"Fajardo",683215
"1673",16001,"Fico",563785
"1674",16001,"Petro",1205594
"1675",17001,"Fajardo",2232
"1676",17001,"Fico",5208
"1677",17001,"Petro",19735
"1678",17002,"Fajardo",119
"1679",17002,"Fico",220
"1680",17002,"Petro",2162
"1681",17004,"Fajardo",186
"1682",17004,"Fico",707
"1683",17004,"Petro",927
"1684",17006,"Fajardo",193
"1685",17006,"Fico",463
"1686",17006,"Petro",3187
"1687",17007,"Fajardo",68
"1688",17007,"Fico",167
"1689",17007,"Petro",2281
"1690",17008,"Fajardo",160
"1691",17008,"Fico",233
"1692",17008,"Petro",1700
"1693",17010,"Fajardo",76
"1694",17010,"Fico",128
"1695",17010,"Petro",944
"1696",17011,"Fajardo",41
"1697",17011,"Fico",210
"1698",17011,"Petro",1217
"1699",17012,"Fajardo",134
"1700",17012,"Fico",154
"1701",17012,"Petro",2162
"1702",17013,"Fajardo",200
"1703",17013,"Fico",378
"1704",17013,"Petro",2020
"1705",17014,"Fajardo",44
"1706",17014,"Fico",203
"1707",17014,"Petro",1001
"1708",17015,"Fajardo",157
"1709",17015,"Fico",184
"1710",17015,"Petro",1789
"1711",17016,"Fajardo",255
"1712",17016,"Fico",501
"1713",17016,"Petro",507
"1714",17017,"Fajardo",181
"1715",17017,"Fico",132
"1716",17017,"Petro",1421
"1717",17019,"Fajardo",397
"1718",17019,"Fico",722
"1719",17019,"Petro",3990
"1720",17022,"Fajardo",26
"1721",17022,"Fico",65
"1722",17022,"Petro",650
"1723",17025,"Fajardo",115
"1724",17025,"Fico",225
"1725",17025,"Petro",1700
"1726",17026,"Fajardo",84
"1727",17026,"Fico",74
"1728",17026,"Petro",2537
"1729",17027,"Fajardo",160
"1730",17027,"Fico",152
"1731",17027,"Petro",2019
"1732",17028,"Fajardo",38
"1733",17028,"Fico",64
"1734",17028,"Petro",659
"1735",17031,"Fajardo",49
"1736",17031,"Fico",91
"1737",17031,"Petro",1075
"1738",17032,"Fajardo",13
"1739",17032,"Fico",150
"1740",17032,"Petro",727
"1741",17034,"Fajardo",460
"1742",17034,"Fico",508
"1743",17034,"Petro",4917
"1744",17035,"Fajardo",174
"1745",17035,"Fico",314
